facility ref level,appropriate,inappropriate,not applicable
0,40.476190476190474,59.523809523809526,0.0
1,43.63636363636363,56.36363636363636,0.0
2,61.111111111111114,37.03703703703704,1.8518518518518516
3,42.79359430604982,57.11743772241993,0.0889679715302491
9,0.5847953216374269,1.7543859649122806,97.6608187134503
All,38.69086195722618,50.35644847699287,10.952689565780945
