antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_str,consequent_str
"frozenset({'uth_oui', 'reason_treatment'})",frozenset({'level_haut'}),0.5463383020090732,0.8392741412832145,0.5463383020090732,1.0,1.1915057915057914,1.0,0.08781069274027875,inf,0.35428571428571415,0.6509652509652508,1.0,0.8254826254826255,"uth_oui, reason_treatment",level_haut
"frozenset({'reason_treatment', 'uth_oui', 'spec_otology', 'attendance_first'})",frozenset({'level_haut'}),0.10434219053791316,0.8392741412832145,0.10434219053791316,1.0,1.1915057915057914,1.0,0.016770488174596546,inf,0.1794500723589002,0.12432432432432433,1.0,0.5621621621621622,"reason_treatment, uth_oui, spec_otology, attendance_first",level_haut
"frozenset({'uth_oui', 'attendance_first', 'age_adulte'})",frozenset({'level_haut'}),0.15035644847699287,0.8392741412832145,0.15035644847699287,1.0,1.1915057915057914,1.0,0.02416616929507079,inf,0.18916857360793285,0.17915057915057914,1.0,0.5895752895752896,"uth_oui, attendance_first, age_adulte",level_haut
"frozenset({'uth_oui', 'attendance_first', 'target_appropriate'})",frozenset({'level_haut'}),0.15294880103694103,0.8392741412832145,0.15294880103694103,1.0,1.1915057915057914,1.0,0.024582827386365108,inf,0.1897475133894414,0.18223938223938224,1.0,0.5911196911196911,"uth_oui, attendance_first, target_appropriate",level_haut
"frozenset({'target_inappropriate', 'uth_oui', 'age_adulte'})",frozenset({'level_haut'}),0.14970836033700582,0.8392741412832145,0.14970836033700582,1.0,1.1915057915057914,1.0,0.02406200477224721,inf,0.18902439024390247,0.17837837837837836,1.0,0.5891891891891892,"target_inappropriate, uth_oui, age_adulte",level_haut
"frozenset({'target_inappropriate', 'reason_treatment', 'uth_oui', 'attendance_review'})",frozenset({'level_haut'}),0.14452365521710953,0.8392741412832145,0.14452365521710953,1.0,1.1915057915057914,1.0,0.023228688589658555,inf,0.1878787878787878,0.1722007722007722,1.0,0.5861003861003861,"target_inappropriate, reason_treatment, uth_oui, attendance_review",level_haut
"frozenset({'uth_oui', 'spec_head_neck', 'reason_treatment'})",frozenset({'level_haut'}),0.18081659105638367,0.8392741412832145,0.18081659105638367,1.0,1.1915057915057914,1.0,0.0290619018677791,inf,0.1962025316455696,0.21544401544401545,1.0,0.6077220077220077,"uth_oui, spec_head_neck, reason_treatment",level_haut
"frozenset({'uth_oui', 'spec_otology'})",frozenset({'level_haut'}),0.18600129617627997,0.8392741412832145,0.18600129617627997,1.0,1.1915057915057914,1.0,0.02989521805036774,inf,0.197452229299363,0.2216216216216216,1.0,0.6108108108108108,"uth_oui, spec_otology",level_haut
"frozenset({'uth_oui', 'spec_otology', 'reason_treatment'})",frozenset({'level_haut'}),0.16526247569669475,0.8392741412832145,0.16526247569669475,1.0,1.1915057915057914,1.0,0.026561953320013154,inf,0.19254658385093168,0.1969111969111969,1.0,0.5984555984555985,"uth_oui, spec_otology, reason_treatment",level_haut
"frozenset({'target_inappropriate', 'reason_treatment', 'uth_oui', 'attendance_first'})",frozenset({'level_haut'}),0.19572261827608556,0.8392741412832145,0.19572261827608556,1.0,1.1915057915057914,1.0,0.031457685892721465,inf,0.19983883964544724,0.23320463320463322,1.0,0.6166023166023166,"target_inappropriate, reason_treatment, uth_oui, attendance_first",level_haut
"frozenset({'uth_oui', 'age_adulte', 'reason_treatment'})",frozenset({'level_haut'}),0.19961114711600778,0.8392741412832145,0.19961114711600778,1.0,1.1915057915057914,1.0,0.032082673029662945,inf,0.20080971659919025,0.23783783783783782,1.0,0.6189189189189189,"uth_oui, age_adulte, reason_treatment",level_haut
"frozenset({'target_inappropriate', 'uth_oui', 'spec_rhinology'})",frozenset({'level_haut'}),0.13869086195722619,0.8392741412832145,0.13869086195722619,1.0,1.1915057915057914,1.0,0.022291207884246336,inf,0.1866064710308503,0.16525096525096525,1.0,0.5826254826254826,"target_inappropriate, uth_oui, spec_rhinology",level_haut
"frozenset({'target_inappropriate', 'reason_treatment', 'uth_oui', 'age_adulte'})",frozenset({'level_haut'}),0.1322099805573558,0.8392741412832145,0.1322099805573558,1.0,1.1915057915057914,1.0,0.021249562656010523,inf,0.18521284540702013,0.15752895752895754,1.0,0.5787644787644788,"target_inappropriate, reason_treatment, uth_oui, age_adulte",level_haut
"frozenset({'uth_oui', 'age_enfant'})",frozenset({'level_haut'}),0.13674659753726506,0.8392741412832145,0.13674659753726506,1.0,1.1915057915057914,1.0,0.021978714315775583,inf,0.1861861861861861,0.16293436293436292,1.0,0.5814671814671815,"uth_oui, age_enfant",level_haut
frozenset({'level_haut'}),frozenset({'uth_oui'}),0.8392741412832145,0.7077122488658457,0.7070641607258588,0.8424710424710425,1.1904146689860977,1.0,0.11309957078336352,1.8554541064643626,0.995213772508206,0.8418209876543212,0.46104837812154914,0.9207776457776459,level_haut,uth_oui
frozenset({'uth_oui'}),frozenset({'level_haut'}),0.7077122488658457,0.8392741412832145,0.7070641607258588,0.9990842490842492,1.1904146689860977,1.0,0.11309957078336352,175.51263771875162,0.5472572407583925,0.8418209876543212,0.9943024045846633,0.9207776457776459,uth_oui,level_haut
"frozenset({'target_inappropriate', 'uth_oui'})",frozenset({'level_haut'}),0.41088788075178223,0.8392741412832145,0.4102397926117952,0.998422712933754,1.1896264448314922,1.0,0.06539221933016331,101.90019442644262,0.2705766627215644,0.488425925925926,0.9901864760354127,0.7436129008684214,"target_inappropriate, uth_oui",level_haut
"frozenset({'uth_oui', 'attendance_first'})",frozenset({'level_haut'}),0.3946856772521063,0.8392741412832145,0.3940375891121192,0.9983579638752051,1.1895492959532368,1.0,0.06278810625957376,97.88204795851586,0.26324418178744496,0.4691358024691357,0.9897836220138772,0.7339280166866373,"uth_oui, attendance_first",level_haut
"frozenset({'target_inappropriate', 'uth_oui', 'attendance_first'})",frozenset({'level_haut'}),0.24173687621516526,0.8392741412832145,0.24108878807517822,0.9973190348525469,1.188311406005776,1.0,0.03820527887320868,59.95074530136094,0.20899044205495823,0.28703703703703703,0.9833196402317738,0.6422888610556171,"target_inappropriate, uth_oui, attendance_first",level_haut
"frozenset({'uth_oui', 'spec_head_neck'})",frozenset({'level_haut'}),0.23979261179520414,0.8392741412832145,0.2391445236552171,0.9972972972972973,1.188285505582803,1.0,0.037892785304737914,59.46856772521123,0.20843181151334098,0.2847222222222222,0.983184394071491,0.6411196911196911,"uth_oui, spec_head_neck",level_haut
"frozenset({'target_inappropriate', 'uth_oui', 'spec_head_neck'})",frozenset({'level_haut'}),0.1594296824368114,0.8392741412832145,0.15878159429682437,0.9959349593495935,1.1866622720281257,1.0,0.024976384474613894,39.53856124432955,0.1871351470426259,0.1890432098765432,0.9747082349855759,0.5925620742693913,"target_inappropriate, uth_oui, spec_head_neck",level_haut
"frozenset({'uth_oui', 'attendance_first', 'spec_head_neck'})",frozenset({'level_haut'}),0.1237848347375243,0.8392741412832145,0.12313674659753726,0.9947643979057591,1.1852675412884837,1.0,0.01924733571931693,30.698639014905666,0.1783906882591093,0.14660493827160492,0.9674252660023641,0.5707412723119529,"uth_oui, attendance_first, spec_head_neck",level_haut
"frozenset({'level_haut', 'uth_non'})",frozenset({'reason_treatment'}),0.1322099805573558,0.7861309138042774,0.12313674659753726,0.9313725490196078,1.184755023196418,1.0,0.019202393767937406,3.1163781131376687,0.1797020557368028,0.15484922575387122,0.6791146761734993,0.544004493800818,"level_haut, uth_non",reason_treatment
frozenset({'target_not_applicable'}),frozenset({'level_haut'}),0.10952689565780946,0.8392741412832145,0.10887880751782242,0.9940828402366864,1.1844554613785383,1.0,0.016955716217198144,27.162670123136603,0.17488476467734104,0.12962962962962962,0.9631847680855123,0.561906284983208,target_not_applicable,level_haut
"frozenset({'target_not_applicable', 'uth_non'})",frozenset({'level_haut'}),0.10952689565780946,0.8392741412832145,0.10887880751782242,0.9940828402366864,1.1844554613785383,1.0,0.016955716217198144,27.162670123136603,0.17488476467734104,0.12962962962962962,0.9631847680855123,0.561906284983208,"target_not_applicable, uth_non",level_haut
"frozenset({'reason_treatment', 'target_not_applicable'})",frozenset({'level_haut'}),0.10693454309786131,0.8392741412832145,0.10628645495787427,0.9939393939393939,1.1842845442845442,1.0,0.016539058125903824,26.51976668826943,0.17424068108605612,0.1265432098765432,0.962292277614858,0.5602901602901602,"reason_treatment, target_not_applicable",level_haut
"frozenset({'reason_treatment', 'target_not_applicable', 'uth_non'})",frozenset({'level_haut'}),0.10693454309786131,0.8392741412832145,0.10628645495787427,0.9939393939393939,1.1842845442845442,1.0,0.016539058125903824,26.51976668826943,0.17424068108605612,0.1265432098765432,0.962292277614858,0.5602901602901602,"reason_treatment, target_not_applicable, uth_non",level_haut
"frozenset({'target_inappropriate', 'reason_treatment', 'spec_rhinology'})","frozenset({'level_haut', 'uth_oui'})",0.13869086195722619,0.7070641607258588,0.11600777705767984,0.836448598130841,1.1829882556515927,1.0,0.017944439147547772,1.791093417276177,0.17959065286202494,0.1589698046181172,0.44168182945992857,0.500259129496218,"target_inappropriate, reason_treatment, spec_rhinology","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'reason_treatment', 'spec_rhinology'})",frozenset({'uth_oui'}),0.13869086195722619,0.7077122488658457,0.11600777705767984,0.836448598130841,1.1819049330731572,1.0,0.017854555244788725,1.7871308212202568,0.17869108120946148,0.1588287488908607,0.4404438734276891,0.5001840060251275,"target_inappropriate, reason_treatment, spec_rhinology",uth_oui
"frozenset({'level_haut', 'age_adulte'})",frozenset({'uth_oui'}),0.28775113415424497,0.7077122488658457,0.24044069993519118,0.8355855855855856,1.1806854931854933,1.0,0.0367956976691928,1.7777501575830754,0.21486085120263707,0.3184549356223176,0.4374912606619925,0.5876645876645876,"level_haut, age_adulte",uth_oui
"frozenset({'level_haut', 'attendance_first', 'spec_otology'})",frozenset({'uth_oui'}),0.14517174335709657,0.7077122488658457,0.12119248217757615,0.8348214285714286,1.1796057365253796,1.0,0.018452661214549942,1.7695258447040696,0.17811662538059547,0.16563330380868024,0.4348768609439343,0.503033424908425,"level_haut, attendance_first, spec_otology",uth_oui
"frozenset({'target_inappropriate', 'age_adulte'})","frozenset({'level_haut', 'uth_oui'})",0.18016850291639663,0.7070641607258588,0.14970836033700582,0.8309352517985611,1.1751907365033727,1.0,0.022317669033189408,1.732684325919388,0.18183529250722916,0.20298769771528996,0.422860826383141,0.5213338037177957,"target_inappropriate, age_adulte","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'age_adulte'})",frozenset({'uth_oui'}),0.18016850291639663,0.7077122488658457,0.14970836033700582,0.8309352517985611,1.174114554510238,1.0,0.022200903963250085,1.7288509535169119,0.18088393819619117,0.20280948200175594,0.42158113863676233,0.5212368566685113,"target_inappropriate, age_adulte",uth_oui
"frozenset({'target_inappropriate', 'spec_rhinology'})","frozenset({'level_haut', 'uth_oui'})",0.16720674011665587,0.7070641607258588,0.13869086195722619,0.8294573643410853,1.1731005620332673,1.0,0.020464968588936122,1.7176692393801922,0.17718462489545067,0.18854625550660792,0.41781573712012077,0.5128038425738424,"target_inappropriate, spec_rhinology","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'spec_rhinology'})",frozenset({'uth_oui'}),0.16720674011665587,0.7077122488658457,0.13869086195722619,0.8294573643410853,1.1720262941193176,1.0,0.020356603883740637,1.713869086195723,0.17624640896032587,0.1883802816901409,0.416524862923048,0.5127140301558907,"target_inappropriate, spec_rhinology",uth_oui
frozenset({'spec_otology'}),"frozenset({'level_haut', 'reason_treatment'})",0.2572909915748542,0.6694750486066104,0.2015554115359689,0.783375314861461,1.170133698771766,1.0,0.0293055124453504,1.5257954151532052,0.19576550338658738,0.27792672028596965,0.34460413888477315,0.5422200872468002,spec_otology,"level_haut, reason_treatment"
"frozenset({'level_haut', 'spec_otology'})",frozenset({'uth_oui'}),0.22488658457550226,0.7077122488658457,0.18600129617627997,0.8270893371757926,1.1686802630606667,1.0,0.026846305666592046,1.690397494059193,0.18621013133208258,0.24913194444444448,0.40842316466130374,0.5449549249981527,"level_haut, spec_otology",uth_oui
"frozenset({'uth_oui', 'attendance_review'})","frozenset({'level_haut', 'reason_treatment'})",0.31108230719377833,0.6694750486066104,0.24303305249513935,0.7812500000000001,1.166959099709584,1.0,0.03477120976592807,1.5109712063697815,0.20767638758231438,0.32952548330404224,0.3381740196078436,0.572135164569216,"uth_oui, attendance_review","level_haut, reason_treatment"
"frozenset({'level_haut', 'attendance_first', 'age_adulte'})",frozenset({'uth_oui'}),0.18211276733635776,0.7077122488658457,0.15035644847699287,0.8256227758007116,1.1666080064656577,1.0,0.021473012358196597,1.67618077691219,0.1746133668506476,0.20333041191936896,0.4034056387150734,0.5190384941274621,"level_haut, attendance_first, age_adulte",uth_oui
"frozenset({'target_inappropriate', 'reason_treatment'})","frozenset({'level_haut', 'uth_oui'})",0.41607258587167856,0.7070641607258588,0.34154244977316917,0.8208722741433022,1.160958679196256,1.0,0.04735243604277295,1.6353461635999889,0.23743173829626352,0.4369817578772803,0.3885086703608745,0.6519576769433284,"target_inappropriate, reason_treatment","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'reason_treatment', 'attendance_first'})","frozenset({'level_haut', 'uth_oui'})",0.23849643551523006,0.7070641607258588,0.19572261827608556,0.8206521739130436,1.1606473917028655,1.0,0.02709033626240051,1.6333392250436976,0.1817613075947583,0.2610198789974071,0.3877573105040402,0.548731219862113,"target_inappropriate, reason_treatment, attendance_first","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'reason_treatment'})",frozenset({'uth_oui'}),0.41607258587167856,0.7077122488658457,0.34154244977316917,0.8208722741433022,1.159895530222633,1.0,0.04708278433449581,1.6317281411141487,0.23607966691026414,0.4366197183098592,0.38715281375413607,0.6517365033720175,"target_inappropriate, reason_treatment",uth_oui
"frozenset({'spec_otology', 'age_adulte'})",frozenset({'reason_treatment'}),0.11730395333765392,0.7861309138042774,0.10693454309786131,0.9116022099447514,1.1596061087755576,1.0,0.014718279067677129,2.4193940375891128,0.15592933742713488,0.13425549227013833,0.5866733634689436,0.5238142954093089,"spec_otology, age_adulte",reason_treatment
"frozenset({'target_inappropriate', 'reason_treatment', 'attendance_first'})",frozenset({'uth_oui'}),0.23849643551523006,0.7077122488658457,0.19572261827608556,0.8206521739130436,1.1595845277910497,1.0,0.02693576955111393,1.6297256426874065,0.18072424968296474,0.26079447322970645,0.386399787910923,0.5486044752349101,"target_inappropriate, reason_treatment, attendance_first",uth_oui
"frozenset({'target_inappropriate', 'reason_treatment', 'attendance_review'})","frozenset({'level_haut', 'uth_oui'})",0.1762799740764744,0.7070641607258588,0.14452365521710953,0.8198529411764707,1.15951703779587,1.0,0.019882403293951023,1.626092822093193,0.16701301542163405,0.19561403508771927,0.3850289562727748,0.5121262872701785,"target_inappropriate, reason_treatment, attendance_review","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'reason_treatment', 'spec_head_neck'})","frozenset({'level_haut', 'uth_oui'})",0.15813350615683733,0.7070641607258588,0.12961762799740764,0.819672131147541,1.159261318387402,1.0,0.01780709318398603,1.6244623814293289,0.16318706697459567,0.17621145374449337,0.384411722036849,0.5014950939880694,"target_inappropriate, reason_treatment, spec_head_neck","level_haut, uth_oui"
"frozenset({'level_haut', 'reason_treatment', 'spec_otology'})",frozenset({'uth_oui'}),0.2015554115359689,0.7077122488658457,0.16526247569669475,0.819935691318328,1.1585721352602383,1.0,0.022619242127493167,1.6232409036200357,0.1714190221543162,0.2221254355400697,0.3839484960181378,0.5267260874174058,"level_haut, reason_treatment, spec_otology",uth_oui
"frozenset({'target_inappropriate', 'attendance_review', 'reason_treatment'})",frozenset({'uth_oui'}),0.1762799740764744,0.7077122488658457,0.14452365521710953,0.8198529411764707,1.1584552090066798,1.0,0.019768158333434857,1.6224952716018368,0.16605335299700477,0.19544259421560037,0.3836653841137346,0.5120326976944625,"target_inappropriate, attendance_review, reason_treatment",uth_oui
"frozenset({'target_inappropriate', 'reason_treatment', 'spec_head_neck'})",frozenset({'uth_oui'}),0.15813350615683733,0.7077122488658457,0.12961762799740764,0.819672131147541,1.1581997237734944,1.0,0.01770460873411124,1.620868438107583,0.16224788298691306,0.176056338028169,0.38304678128748515,0.5014111571488621,"target_inappropriate, reason_treatment, spec_head_neck",uth_oui
"frozenset({'level_haut', 'attendance_first'})",frozenset({'uth_oui'}),0.48088139987038236,0.7077122488658457,0.3940375891121192,0.8194070080862533,1.1578251039167482,1.0,0.05371193217209491,1.6184888906085255,0.26258295551613114,0.49592169657422513,0.3821397194613945,0.688091782431405,"level_haut, attendance_first",uth_oui
"frozenset({'level_haut', 'reason_treatment', 'attendance_first', 'spec_otology'})",frozenset({'uth_oui'}),0.12767336357744652,0.7077122488658457,0.10434219053791316,0.8172588832487311,1.15478979565274,1.0,0.013986187280251722,1.5994635270396786,0.1536597971445185,0.14273049645390073,0.374790369961845,0.4823473903423143,"level_haut, reason_treatment, attendance_first, spec_otology",uth_oui
"frozenset({'target_inappropriate', 'attendance_first'})",frozenset({'uth_oui'}),0.2961762799740765,0.7077122488658457,0.24173687621516526,0.8161925601750547,1.15328307724369,1.0,0.03212929505399126,1.5901845508131964,0.18884017399118203,0.31717687074829937,0.3711421737252981,0.5788838258750731,"target_inappropriate, attendance_first",uth_oui
frozenset({'uth_oui'}),"frozenset({'level_haut', 'reason_treatment'})",0.7077122488658457,0.6694750486066104,0.5463383020090732,0.7719780219780219,1.153109475229514,1.0,0.07254260980011751,1.4495311121348646,0.45427716975325677,0.657566302652106,0.31012174100409384,0.7940238609406083,uth_oui,"level_haut, reason_treatment"
"frozenset({'level_haut', 'reason_treatment'})",frozenset({'uth_oui'}),0.6694750486066104,0.7077122488658457,0.5463383020090732,0.8160696999031946,1.153109475229514,1.0,0.07254260980011751,1.5891223522188491,0.4017235363896447,0.657566302652106,0.37072183359341293,0.7940238609406083,"level_haut, reason_treatment",uth_oui
frozenset({'target_inappropriate'}),frozenset({'uth_oui'}),0.5035644847699287,0.7077122488658457,0.41088788075178223,0.815958815958816,1.1529527958099388,1.0,0.05450912678628511,1.5881649135051605,0.26722866956041896,0.5133603238866397,0.37034246790344383,0.6982724482724483,target_inappropriate,uth_oui
"frozenset({'level_haut', 'reason_treatment', 'spec_head_neck'})",frozenset({'uth_oui'}),0.22164614387556708,0.7077122488658457,0.18081659105638367,0.8157894736842105,1.1527135145556198,1.0,0.023954900121763295,1.586704934728266,0.17020762268002476,0.24155844155844158,0.3697630995448711,0.535641989589358,"level_haut, reason_treatment, spec_head_neck",uth_oui
frozenset({'target_inappropriate'}),"frozenset({'level_haut', 'uth_oui'})",0.5035644847699287,0.7070641607258588,0.4102397926117952,0.8146718146718148,1.1521893767539966,1.0,0.054187392816596125,1.5806329660833884,0.26607105292465333,0.5125506072874495,0.36734205760754474,0.6974367322671631,target_inappropriate,"level_haut, uth_oui"
"frozenset({'target_inappropriate', 'attendance_review'})","frozenset({'level_haut', 'uth_oui'})",0.20609202851587816,0.7070641607258588,0.1678548282566429,0.8144654088050315,1.1518974571825513,1.0,0.022134541081773762,1.5788745235453718,0.16609881018044276,0.2252173913043478,0.36663744642956536,0.5259311461990327,"target_inappropriate, attendance_review","level_haut, uth_oui"
"frozenset({'level_haut', 'reason_treatment', 'age_adulte'})",frozenset({'uth_oui'}),0.24497731691510044,0.7077122488658457,0.19961114711600778,0.8148148148148149,1.1513363180029847,1.0,0.026237699240901052,1.5783538561244337,0.17409285992976986,0.26506024096385544,0.3664285127699765,0.5484330484330484,"level_haut, reason_treatment, age_adulte",uth_oui
"frozenset({'target_inappropriate', 'attendance_first'})","frozenset({'level_haut', 'uth_oui'})",0.2961762799740765,0.7070641607258588,0.24108878807517822,0.8140043763676149,1.1512454195556643,1.0,0.031673155248400864,1.574960924097442,0.18665963682449144,0.3163265306122449,0.3650636122460836,0.5774879810344032,"target_inappropriate, attendance_first","level_haut, uth_oui"
"frozenset({'target_inappropriate', 'spec_head_neck'})",frozenset({'uth_oui'}),0.19572261827608556,0.7077122488658457,0.1594296824368114,0.814569536423841,1.1509897387380832,1.0,0.020914388102731413,1.5762660864734743,0.16310607102847816,0.21428571428571433,0.3655893452372211,0.5199221308492832,"target_inappropriate, spec_head_neck",uth_oui
"frozenset({'target_inappropriate', 'attendance_review'})",frozenset({'uth_oui'}),0.20609202851587816,0.7077122488658457,0.1678548282566429,0.8144654088050315,1.1508426060312853,1.0,0.02200097528234679,1.5753814383162896,0.1650965250965253,0.22502172024326675,0.3652330948695424,0.5258224479922593,"target_inappropriate, attendance_review",uth_oui
"frozenset({'level_haut', 'reason_treatment', 'spec_rhinology'})",frozenset({'uth_oui'}),0.21451717433570966,0.7077122488658457,0.1743357096565133,0.8126888217522659,1.1483322820180828,1.0,0.02251927778704152,1.5604394455710495,0.16444906572441637,0.23310225303292897,0.3591548824029851,0.5295129090446311,"level_haut, reason_treatment, spec_rhinology",uth_oui
"frozenset({'target_inappropriate', 'spec_head_neck'})","frozenset({'level_haut', 'uth_oui'})",0.19572261827608556,0.7070641607258588,0.15878159429682437,0.8112582781456953,1.1473616161125644,1.0,0.020393145470376295,1.5520460256279056,0.15969017744083913,0.21341463414634143,0.3556892105725836,0.5179114488803637,"target_inappropriate, spec_head_neck","level_haut, uth_oui"
"frozenset({'level_haut', 'attendance_first', 'spec_rhinology'})",frozenset({'uth_oui'}),0.15165262475696695,0.7077122488658457,0.12313674659753726,0.811965811965812,1.1473106665414359,1.0,0.015810326484375956,1.5544394037589115,0.15134896063688638,0.16725352112676056,0.3566812591202836,0.492979242979243,"level_haut, attendance_first, spec_rhinology",uth_oui
"frozenset({'uth_oui', 'attendance_first'})","frozenset({'level_haut', 'reason_treatment'})",0.3946856772521063,0.6694750486066104,0.3020090732339598,0.7651888341543513,1.1429684134561124,1.0,0.03777686027127297,1.4076202475424768,0.2066450083171738,0.39625850340136054,0.2895811198042435,0.6081510482485213,"uth_oui, attendance_first","level_haut, reason_treatment"
frozenset({'spec_otology'}),frozenset({'reason_treatment'}),0.2572909915748542,0.7861309138042774,0.23071937783538563,0.8967254408060453,1.140682073506783,1.0,0.028454975515036868,2.0708787126756554,0.1660563366472538,0.2838915470494418,0.5171131974658423,0.5951063312851331,spec_otology,reason_treatment
"frozenset({'level_haut', 'spec_otology'})",frozenset({'reason_treatment'}),0.22488658457550226,0.7861309138042774,0.2015554115359689,0.8962536023054756,1.1400818700390345,1.0,0.0247651153013064,2.0614603586087723,0.15851874952951436,0.24899919935948764,0.5149069950222692,0.5763213600975028,"level_haut, spec_otology",reason_treatment
"frozenset({'level_haut', 'attendance_first', 'spec_head_neck'})",frozenset({'uth_oui'}),0.15294880103694103,0.7077122488658457,0.12313674659753726,0.8050847457627118,1.1375876947910846,1.0,0.014893006654348936,1.4995632449491392,0.14278580920549275,0.1669595782073814,0.333139163440941,0.4895387098776929,"level_haut, attendance_first, spec_head_neck",uth_oui
"frozenset({'target_appropriate', 'spec_otology'})",frozenset({'reason_treatment'}),0.1218405703175632,0.7861309138042774,0.10887880751782242,0.8936170212765957,1.1367279998596762,1.0,0.013096168635642155,2.010369410239792,0.1369706554208399,0.1362530413625304,0.5025789813023854,0.5160583045377207,"target_appropriate, spec_otology",reason_treatment
"frozenset({'attendance_first', 'spec_otology'})","frozenset({'level_haut', 'reason_treatment'})",0.1678548282566429,0.6694750486066104,0.12767336357744652,0.7606177606177605,1.1361405659566357,1.0,0.015298744271476261,1.3807413292078687,0.14399797586855792,0.17990867579908676,0.27575138163373447,0.47566222009590836,"attendance_first, spec_otology","level_haut, reason_treatment"
"frozenset({'level_haut', 'uth_oui', 'spec_otology'})",frozenset({'reason_treatment'}),0.18600129617627997,0.7861309138042774,0.16526247569669475,0.8885017421602788,1.1302210949326548,1.0,0.019041106764855736,1.918138366817888,0.14154489821406274,0.20481927710843373,0.47866117622215204,0.5493621653917635,"level_haut, uth_oui, spec_otology",reason_treatment
"frozenset({'uth_oui', 'spec_otology'})",frozenset({'reason_treatment'}),0.18600129617627997,0.7861309138042774,0.16526247569669475,0.8885017421602788,1.1302210949326548,1.0,0.019041106764855736,1.918138366817888,0.14154489821406274,0.20481927710843373,0.47866117622215204,0.5493621653917635,"uth_oui, spec_otology",reason_treatment
"frozenset({'attendance_first', 'spec_otology'})",frozenset({'reason_treatment'}),0.1678548282566429,0.7861309138042774,0.14906027219701878,0.8880308880308879,1.1296221436369829,1.0,0.017104402673164043,1.9100721836100727,0.13789448733577117,0.18518518518518517,0.47645957645957604,0.5388217094729872,"attendance_first, spec_otology",reason_treatment
"frozenset({'level_haut', 'reason_treatment', 'attendance_first', 'age_adulte'})",frozenset({'uth_oui'}),0.1542449773169151,0.7077122488658457,0.12313674659753726,0.7983193277310924,1.1280281343306553,1.0,0.013975686824321903,1.4492600993735145,0.13419641056664644,0.16666666666666666,0.3099927332352008,0.48615600086188315,"level_haut, reason_treatment, attendance_first, age_adulte",uth_oui
"frozenset({'uth_oui', 'spec_head_neck'})","frozenset({'level_haut', 'reason_treatment'})",0.23979261179520414,0.6694750486066104,0.18081659105638367,0.7540540540540541,1.1263363072656396,1.0,0.020281420619283314,1.3438926595115843,0.14754619316949177,0.24822064056939505,0.255892951775305,0.5120705894665237,"uth_oui, spec_head_neck","level_haut, reason_treatment"
"frozenset({'level_haut', 'target_inappropriate', 'uth_oui', 'age_adulte'})",frozenset({'reason_treatment'}),0.14970836033700582,0.7861309138042774,0.1322099805573558,0.8831168831168832,1.123371270114881,1.0,0.014519610441485378,1.829768848563406,0.12915844691535158,0.16451612903225807,0.45348288075560844,0.5256474770077408,"level_haut, target_inappropriate, uth_oui, age_adulte",reason_treatment
"frozenset({'target_inappropriate', 'uth_oui', 'age_adulte'})",frozenset({'reason_treatment'}),0.14970836033700582,0.7861309138042774,0.1322099805573558,0.8831168831168832,1.123371270114881,1.0,0.014519610441485378,1.829768848563406,0.12915844691535158,0.16451612903225807,0.45348288075560844,0.5256474770077408,"target_inappropriate, uth_oui, age_adulte",reason_treatment
"frozenset({'target_inappropriate', 'age_adulte'})","frozenset({'level_haut', 'reason_treatment'})",0.18016850291639663,0.6694750486066104,0.13545042125729098,0.751798561151079,1.1229672602672942,1.0,0.014832104009956104,1.331680238947279,0.13356657904192742,0.1896551724137931,0.24906898011002937,0.4770609456287825,"target_inappropriate, age_adulte","level_haut, reason_treatment"
"frozenset({'level_haut', 'target_inappropriate', 'age_adulte'})",frozenset({'reason_treatment'}),0.15359688917692807,0.7861309138042774,0.13545042125729098,0.8818565400843881,1.1217680472796463,1.0,0.0147031584111382,1.8102490510137936,0.1282487159008477,0.16841257050765512,0.44758982227336613,0.5270783112623094,"level_haut, target_inappropriate, age_adulte",reason_treatment
"frozenset({'level_haut', 'attendance_first', 'spec_otology'})",frozenset({'reason_treatment'}),0.14517174335709657,0.7861309138042774,0.12767336357744652,0.8794642857142856,1.1187249735013542,1.0,0.01354936831357216,1.7743213076978452,0.12414804324149571,0.15887096774193546,0.43640422077922025,0.5209357702272994,"level_haut, attendance_first, spec_otology",reason_treatment
"frozenset({'level_haut', 'reason_treatment', 'attendance_first'})",frozenset({'uth_oui'}),0.3843162670123137,0.7077122488658457,0.3020090732339598,0.7858347386172007,1.1103873641816306,1.0,0.030023743630948452,1.3647766647445156,0.1614682629320081,0.38228055783429044,0.26727938289654246,0.6062873326785637,"level_haut, reason_treatment, attendance_first",uth_oui
"frozenset({'reason_treatment', 'attendance_first', 'target_appropriate'})","frozenset({'level_haut', 'uth_oui'})",0.13609850939727802,0.7070641607258588,0.10628645495787427,0.780952380952381,1.104500021823578,1.0,0.010056076634847477,1.3373157879906448,0.1095182332168407,0.1442392260334213,0.25223345975558353,0.4656365937759155,"reason_treatment, attendance_first, target_appropriate","level_haut, uth_oui"
